eeid,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_percent,country,city,exit_date
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,Caucasian,57,02/18/1996,"$75,354",0%,United States,Austin,12/14/1996
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,56,09/20/2018,"$78,938",14%,United States,Phoenix,NA
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,09/10/2008,"$96,313",0%,United States,Austin,NA
E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,11/29/2010,"$153,767",27%,United States,Phoenix,NA
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,09/19/2015,"$103,423",6%,United States,Columbus,NA
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,06/23/2021,"$86,464",0%,China,Shanghai,NA
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,01/14/2018,"$80,516",0%,Brazil,Sao Paulo,NA
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,08/21/2013,"$105,390",6%,United States,Columbus,NA
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,09/06/2021,"$83,418",0%,China,Shanghai,NA
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,11/03/2017,"$66,660",0%,United States,Austin,NA
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,06/10/2015,"$101,985",7%,United States,Miami,NA
E03055,Austin Rojas,Vice President,Finance,Corporate,Male,Latino,29,12/05/2018,"$199,504",30%,United States,Austin,NA
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,10/05/2006,"$147,966",11%,Brazil,Rio de Janerio,5/23/2019
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,06/20/2014,"$41,728",0%,China,Chongqing,NA
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,02/17/2011,"$94,422",0%,United States,Phoenix,NA
E04637,Samuel Song,Director,Sales,Corporate,Male,Asian,31,06/29/2015,"$191,026",16%,United States,Columbus,NA
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,11/29/2010,"$186,725",32%,Brazil,Manaus,NA
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,08/20/2009,"$52,800",0%,United States,Phoenix,NA
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,12/05/2010,"$113,982",0%,United States,Seattle,NA
E04636,Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,54,03/16/2021,"$56,239",0%,China,Chongqing,NA
E00568,Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,26,03/02/2021,"$44,732",0%,Brazil,Rio de Janerio,NA
E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,06/26/2014,"$153,961",25%,China,Shanghai,NA
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,45,12/18/2006,"$68,337",0%,China,Chongqing,NA
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,05/07/2010,"$145,093",12%,United States,Chicago,NA
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,03/11/2021,"$74,170",0%,United States,Austin,NA
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,03/29/1996,"$62,605",0%,United States,Austin,NA
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,03/13/2020,"$107,195",9%,United States,Austin,NA
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,01/11/2018,"$127,422",15%,United States,Columbus,NA
E04994,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,06/26/2017,"$161,269",27%,United States,Miami,NA
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,32,02/05/2014,"$203,445",34%,Brazil,Manaus,NA
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,01/17/2011,"$131,353",11%,China,Shanghai,NA
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,03/16/2010,"$88,182",0%,China,Chengdu,NA
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,08/26/2019,"$75,780",0%,United States,Seattle,NA
E03611,Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,45,04/02/2019,"$52,621",0%,China,Beijing,NA
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,02/15/2018,"$106,079",14%,United States,Austin,4/9/2021
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,02/11/2017,"$92,058",0%,United States,Austin,NA
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,03/03/2019,"$67,114",0%,United States,Phoenix,NA
E02968,Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,25,07/12/2020,"$56,565",0%,Brazil,Sao Paulo,NA
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,05/20/2011,"$64,937",0%,United States,Phoenix,NA
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,09/07/2006,"$127,626",10%,United States,Miami,NA
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,01/27/2004,"$88,478",0%,United States,Austin,NA
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,04/20/2014,"$91,679",7%,China,Chongqing,NA
E01967,John Dang,Director,Sales,Corporate,Male,Asian,58,03/19/1992,"$199,848",16%,China,Chongqing,NA
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,11/10/2018,"$61,944",0%,China,Shanghai,NA
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,08/13/2017,"$154,624",15%,United States,Austin,NA
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,10/23/2009,"$79,447",0%,China,Shanghai,NA
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,02/26/1998,"$71,111",0%,Brazil,Rio de Janerio,NA
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,10/19/2014,"$159,538",11%,United States,Miami,NA
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,10/02/2018,"$111,404",0%,Brazil,Rio de Janerio,NA
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,08/15/2020,"$172,007",26%,United States,Miami,NA
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,07/21/2011,"$219,474",36%,Brazil,Manaus,NA
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,05/15/2019,"$174,415",23%,United States,Miami,NA
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,01/21/2021,"$90,333",0%,Brazil,Rio de Janerio,NA
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,01/21/2021,"$67,299",0%,United States,Phoenix,NA
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,02/23/2005,"$45,286",0%,United States,Chicago,NA
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,08/08/2007,"$194,723",25%,United States,Phoenix,NA
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,08/10/2012,"$109,850",7%,China,Beijing,2/4/2020
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,04/19/2014,"$45,295",0%,Brazil,Sao Paulo,NA
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,08/23/2010,"$61,310",0%,United States,Phoenix,NA
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,Asian,55,11/09/2016,"$87,851",0%,China,Chongqing,NA
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,03/12/2018,"$47,913",0%,United States,Seattle,NA
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,09/07/2017,"$46,727",0%,United States,Columbus,5/31/2018
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,04/16/2021,"$133,400",11%,United States,Phoenix,NA
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,04/22/2020,"$90,535",0%,United States,Miami,NA
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,07/11/2006,"$93,343",0%,China,Chongqing,NA
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,02/23/2006,"$63,705",0%,United States,Miami,NA
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,02/28/2000,"$258,081",30%,United States,Chicago,NA
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,09/21/2020,"$54,654",0%,United States,Phoenix,NA
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,09/24/1998,"$58,006",0%,United States,Seattle,NA
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,03/18/2011,"$150,034",12%,China,Beijing,NA
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,05/30/2007,"$198,562",22%,United States,Seattle,NA
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,05/27/2009,"$62,411",0%,United States,Miami,8/14/2021
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,01/09/1992,"$111,299",12%,United States,Miami,NA
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,07/13/2019,"$41,545",0%,United States,Miami,NA
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,04/14/2019,"$74,467",0%,United States,Columbus,1/15/2021
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,02/09/2002,"$117,545",6%,United States,Phoenix,NA
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,03/15/2012,"$117,226",8%,United States,Phoenix,NA
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,01/24/2019,"$55,767",0%,United States,Phoenix,NA
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,11/17/2016,"$60,930",0%,United States,Austin,NA
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,10/24/2018,"$154,973",29%,Brazil,Sao Paulo,NA
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,10/21/2017,"$69,332",0%,United States,Columbus,NA
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,04/09/2001,"$119,699",0%,China,Shanghai,NA
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,09/20/2020,"$198,176",17%,Brazil,Manaus,NA
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,08/06/2012,"$58,586",0%,Brazil,Sao Paulo,NA
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,11/28/2011,"$74,010",0%,United States,Chicago,NA
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,02/03/2020,"$96,598",0%,United States,Phoenix,NA
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,05/21/2003,"$106,444",5%,United States,Phoenix,NA
E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,08/10/2017,"$156,931",28%,United States,Seattle,NA
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,10/16/2014,"$171,360",23%,Brazil,Manaus,NA
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,04/05/2009,"$64,505",0%,United States,Miami,NA
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,10/09/2021,"$102,298",13%,Brazil,Rio de Janerio,NA
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,09/13/2019,"$133,297",13%,Brazil,Rio de Janerio,NA
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,03/17/2021,"$155,080",10%,United States,Austin,NA
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,08/13/2018,"$81,828",0%,United States,Miami,NA
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,10/24/2000,"$149,417",13%,China,Chengdu,NA
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,04/25/2012,"$113,269",9%,Brazil,Sao Paulo,NA
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,12/16/2017,"$136,716",12%,United States,Austin,NA
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,10/20/2011,"$122,644",12%,United States,Austin,NA
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,05/07/2000,"$106,428",7%,United States,Chicago,NA
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,01/17/2009,"$238,236",31%,United States,Seattle,NA
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,12/21/2012,"$153,253",24%,United States,Austin,NA
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,10/03/2014,"$103,707",9%,United States,Columbus,NA
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,08/09/2012,"$245,360",37%,United States,Austin,NA
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,07/08/2021,"$67,275",0%,United States,Columbus,NA
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,01/22/2015,"$101,288",10%,United States,Phoenix,NA
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,08/28/1993,"$177,443",25%,Brazil,Sao Paulo,NA
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,04/27/2016,"$91,400",0%,United States,Chicago,NA
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,09/10/2007,"$181,247",33%,Brazil,Sao Paulo,NA
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,10/20/2003,"$135,558",14%,United States,Phoenix,NA
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,12/17/2011,"$56,878",0%,United States,Seattle,NA
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,09/20/2019,"$94,735",0%,China,Beijing,NA
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,05/27/2007,"$51,234",0%,United States,Seattle,NA
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,01/14/2015,"$230,025",34%,United States,Phoenix,NA
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,03/11/2010,"$134,006",13%,China,Beijing,NA
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,10/06/2009,"$103,096",7%,China,Beijing,NA
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,08/20/2016,"$58,703",0%,United States,Columbus,NA
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,12/24/2012,"$132,544",10%,Brazil,Rio de Janerio,NA
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,04/15/2020,"$126,671",9%,United States,Miami,NA
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,01/22/2021,"$56,405",0%,United States,Chicago,NA
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,11/29/2014,"$88,730",8%,China,Chongqing,NA
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,09/17/2008,"$62,861",0%,United States,Seattle,NA
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,07/21/2006,"$151,246",21%,Brazil,Sao Paulo,NA
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,04/12/1997,"$154,388",10%,United States,Seattle,NA
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,09/26/1994,"$162,978",17%,United States,Miami,5/24/2004
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,11/17/1993,"$80,170",0%,United States,Miami,NA
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,04/28/2021,"$98,520",0%,United States,Miami,NA
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,12/29/1999,"$116,527",7%,United States,Phoenix,NA
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,11/07/2019,"$174,607",29%,United States,Columbus,NA
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,04/12/2006,"$64,202",0%,United States,Columbus,NA
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,07/25/2019,"$50,883",0%,China,Chongqing,3/2/2021
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,11/03/2016,"$94,618",0%,United States,Columbus,NA
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,10/15/2019,"$151,556",20%,United States,Miami,NA
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,03/08/2020,"$80,659",0%,United States,Phoenix,NA
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,11/03/2019,"$195,385",21%,China,Chengdu,NA
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,05/19/2016,"$52,693",0%,Brazil,Rio de Janerio,NA
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,04/26/2016,"$72,045",0%,United States,Phoenix,NA
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,11/28/2005,"$62,749",0%,Brazil,Manaus,NA
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,06/04/2018,"$154,884",10%,China,Shanghai,NA
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,03/08/2016,"$96,566",0%,United States,Columbus,NA
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,08/23/2001,"$54,994",0%,United States,Columbus,NA
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,02/05/2012,"$61,523",0%,United States,Columbus,NA
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,12/12/2010,"$190,512",32%,United States,Columbus,NA
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,02/13/2013,"$124,827",0%,China,Beijing,NA
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,01/19/2019,"$101,577",5%,United States,Chicago,NA
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,10/17/2005,"$105,223",10%,United States,Phoenix,NA
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,07/06/2008,"$94,815",0%,United States,Chicago,NA
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,12/15/2021,"$114,893",6%,China,Chengdu,NA
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,01/10/2017,"$80,622",0%,United States,Austin,NA
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,11/11/2016,"$246,589",33%,United States,Phoenix,3/26/2017
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,05/20/2018,"$119,397",9%,China,Beijing,3/14/2019
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,12/19/2021,"$150,666",23%,China,Chengdu,NA
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,01/09/2002,"$148,035",14%,United States,Phoenix,NA
E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,06/05/2017,"$158,898",18%,United States,Miami,NA
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,02/28/2012,"$89,659",0%,China,Beijing,NA
E00005,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,04/29/2007,"$171,487",23%,United States,Phoenix,NA
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,08/21/2016,"$258,498",35%,United States,Columbus,NA
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,11/29/2010,"$146,961",11%,United States,Columbus,NA
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,04/22/1998,"$85,369",0%,Brazil,Manaus,11/27/2004
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,06/14/2015,"$67,489",0%,United States,Chicago,NA
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,10/06/2018,"$166,259",17%,United States,Chicago,NA
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,01/07/2009,"$47,032",0%,United States,Columbus,NA
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,09/18/2016,"$98,427",0%,United States,Columbus,NA
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,05/31/2010,"$47,387",0%,China,Chengdu,1/8/2018
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,06/10/2019,"$176,710",15%,United States,Miami,NA
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,01/28/2012,"$95,960",0%,China,Chengdu,NA
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,07/26/2020,"$216,195",31%,United States,Miami,NA
source: https://www.thespreadsheetguru.com/sample-data/
